brand,category_code,event_type
bambola,furniture.kitchen.chair,cart
bambola,furniture.kitchen.chair,view
bambola,furniture.living_room.chair,cart
bambola,furniture.living_room.chair,purchase
bambola,furniture.living_room.chair,view
bambola,kids.carriage,cart
bambola,kids.carriage,purchase
bambola,kids.carriage,view
bamboo,construction.components.faucet,view
baratto,apparel.shoes,cart
baratto,apparel.shoes,purchase
baratto,apparel.shoes,view
barbie,kids.dolls,cart
barbie,kids.dolls,purchase
barbie,kids.dolls,view
barbie,kids.toys,view
barer,stationery.cartrige,cart
barer,stationery.cartrige,purchase
barer,stationery.cartrige,view
barhatnyjsezon,appliances.environment.air_heater,view
barneo,computers.desktop,cart
barneo,computers.desktop,purchase
barneo,computers.desktop,view
barneo,furniture.kitchen.chair,cart
barneo,furniture.kitchen.chair,purchase
barneo,furniture.kitchen.chair,view
barneo,furniture.kitchen.table,cart
barneo,furniture.kitchen.table,purchase
barneo,furniture.kitchen.table,view
bartek,apparel.shoes,cart
bartek,apparel.shoes,purchase
bartek,apparel.shoes,view
bartek,apparel.shoes.keds,cart
bartek,apparel.shoes.keds,purchase
bartek,apparel.shoes.keds,view
bartek,apparel.shoes.moccasins,view
bartplast,kids.carriage,view
barty,furniture.kitchen.chair,cart
barty,furniture.kitchen.chair,purchase
barty,furniture.kitchen.chair,view
basic,computers.desktop,cart
basic,computers.desktop,purchase
basic,computers.desktop,view
basik,kids.toys,cart
basik,kids.toys,purchase
basik,kids.toys,view
batman,kids.dolls,view
battat,kids.toys,view
bayer,kids.dolls,cart
bayer,kids.dolls,purchase
bayer,kids.dolls,view
bayerdolls,kids.dolls,view
bayerlux,furniture.universal.light,cart
bayerlux,furniture.universal.light,purchase
bayerlux,furniture.universal.light,view
bazhou,furniture.kitchen.table,view
bbk,appliances.kitchen.microwave,cart
bbk,appliances.kitchen.microwave,purchase
bbk,appliances.kitchen.microwave,view
bbk,appliances.kitchen.oven,cart
bbk,appliances.kitchen.oven,purchase
bbk,appliances.kitchen.oven,view
bbk,appliances.personal.scales,cart
bbk,appliances.personal.scales,purchase
bbk,appliances.personal.scales,view
bburago,kids.toys,view
beaba,appliances.kitchen.steam_cooker,view
beats,electronics.audio.headphone,cart
beats,electronics.audio.headphone,purchase
beats,electronics.audio.headphone,view
behringer,electronics.audio.acoustic,cart
behringer,electronics.audio.acoustic,purchase
behringer,electronics.audio.acoustic,view
behringer,electronics.audio.headphone,cart
behringer,electronics.audio.headphone,view
behringer,electronics.audio.microphone,cart
behringer,electronics.audio.microphone,view
beko,appliances.environment.air_conditioner,cart
beko,appliances.environment.air_conditioner,purchase
beko,appliances.environment.air_conditioner,view
beko,appliances.kitchen.dishwasher,cart
beko,appliances.kitchen.dishwasher,purchase
beko,appliances.kitchen.dishwasher,view
beko,appliances.kitchen.hob,cart
beko,appliances.kitchen.hob,purchase
beko,appliances.kitchen.hob,view
beko,appliances.kitchen.hood,cart
beko,appliances.kitchen.hood,purchase
beko,appliances.kitchen.hood,view
beko,appliances.kitchen.microwave,view
beko,appliances.kitchen.oven,cart
beko,appliances.kitchen.oven,purchase
beko,appliances.kitchen.oven,view
beko,appliances.kitchen.refrigerators,cart
beko,appliances.kitchen.refrigerators,purchase
beko,appliances.kitchen.refrigerators,view
beko,appliances.kitchen.washer,cart
beko,appliances.kitchen.washer,purchase
beko,appliances.kitchen.washer,view
belashoff,furniture.bedroom.blanket,cart
belashoff,furniture.bedroom.blanket,purchase
belashoff,furniture.bedroom.blanket,view
belashoff,furniture.bedroom.pillow,cart
belashoff,furniture.bedroom.pillow,purchase
belashoff,furniture.bedroom.pillow,view
belecoo,furniture.living_room.chair,view
belecoo,kids.carriage,cart
belecoo,kids.carriage,purchase
belecoo,kids.carriage,view
bellamebel,furniture.living_room.sofa,cart
bellamebel,furniture.living_room.sofa,purchase
bellamebel,furniture.living_room.sofa,view
belux,furniture.bathroom.bath,view
bene,appliances.iron,view
bene,appliances.kitchen.blender,cart
bene,appliances.kitchen.blender,purchase
bene,appliances.kitchen.blender,view
bene,appliances.kitchen.coffee_grinder,cart
bene,appliances.kitchen.coffee_grinder,purchase
bene,appliances.kitchen.coffee_grinder,view
bene,appliances.kitchen.coffee_machine,cart
bene,appliances.kitchen.coffee_machine,purchase
bene,appliances.kitchen.coffee_machine,view
bene,appliances.kitchen.kettle,cart
bene,appliances.kitchen.kettle,purchase
bene,appliances.kitchen.kettle,view
bene,appliances.kitchen.meat_grinder,cart
bene,appliances.kitchen.meat_grinder,purchase
bene,appliances.kitchen.meat_grinder,view
bene,appliances.kitchen.toster,purchase
bene,appliances.kitchen.toster,view
bene,appliances.personal.hair_cutter,cart
bene,appliances.personal.hair_cutter,purchase
bene,appliances.personal.hair_cutter,view
bene,appliances.personal.scales,cart
bene,appliances.personal.scales,purchase
bene,appliances.personal.scales,view
bene,construction.tools.generator,cart
bene,construction.tools.generator,purchase
bene,construction.tools.generator,view
benebaby,kids.carriage,cart
benebaby,kids.carriage,purchase
benebaby,kids.carriage,view
benq,computers.peripherals.monitor,view
bentley,sport.bicycle,cart
bentley,sport.bicycle,view
berghoff,appliances.kitchen.grill,cart
berghoff,appliances.kitchen.grill,purchase
berghoff,appliances.kitchen.grill,view
berghoff,appliances.kitchen.kettle,view
bergner,appliances.kitchen.kettle,cart
bergner,appliances.kitchen.kettle,purchase
bergner,appliances.kitchen.kettle,view
berkut,auto.accessories.compressor,cart
berkut,auto.accessories.compressor,purchase
berkut,auto.accessories.compressor,view
bernina,appliances.sewing_machine,cart
bernina,appliances.sewing_machine,purchase
bernina,appliances.sewing_machine,view
bertoni,furniture.living_room.chair,cart
bertoni,furniture.living_room.chair,purchase
bertoni,furniture.living_room.chair,view
bertoni,kids.carriage,cart
bertoni,kids.carriage,purchase
bertoni,kids.carriage,view
bertoni,kids.toys,cart
bertoni,kids.toys,purchase
bertoni,kids.toys,view
bertoni,sport.bicycle,cart
bertoni,sport.bicycle,purchase
bertoni,sport.bicycle,view
besafe,furniture.living_room.chair,cart
besafe,furniture.living_room.chair,purchase
besafe,furniture.living_room.chair,view
best,appliances.kitchen.hood,view
bestlife,accessories.bag,cart
bestlife,accessories.bag,view
bestoy,kids.toys,cart
bestoy,kids.toys,purchase
bestoy,kids.toys,view
bestway,accessories.bag,purchase
bestway,accessories.bag,view
bestway,construction.tools.pump,cart
bestway,construction.tools.pump,purchase
bestway,construction.tools.pump,view
betsy,apparel.shoes,view
betsy,apparel.shoes.ballet_shoes,view
beurer,appliances.personal.massager,view
beurer,appliances.personal.scales,view
beyerdynamic,electronics.audio.headphone,cart
beyerdynamic,electronics.audio.headphone,purchase
beyerdynamic,electronics.audio.headphone,view
beyerdynamic,electronics.audio.microphone,cart
beyerdynamic,electronics.audio.microphone,purchase
beyerdynamic,electronics.audio.microphone,view
bfsnowboards,sport.snowboard,cart
bfsnowboards,sport.snowboard,view
biema,electronics.audio.acoustic,view
biemmedue,appliances.environment.vacuum,cart
biemmedue,appliances.environment.vacuum,view
binatone,appliances.iron,view
bio-tekstil,furniture.bedroom.pillow,cart
bio-tekstil,furniture.bedroom.pillow,purchase
bio-tekstil,furniture.bedroom.pillow,view
biomecanics,apparel.shoes,cart
biomecanics,apparel.shoes,purchase
biomecanics,apparel.shoes,view
biomecanics,apparel.shoes.keds,cart
biomecanics,apparel.shoes.keds,view
biomecanics,apparel.shoes.sandals,cart
biomecanics,apparel.shoes.sandals,purchase
biomecanics,apparel.shoes.sandals,view
biostar,computers.components.motherboard,cart
biostar,computers.components.motherboard,purchase
biostar,computers.components.motherboard,view
birusa,appliances.kitchen.refrigerators,cart
birusa,appliances.kitchen.refrigerators,purchase
birusa,appliances.kitchen.refrigerators,view
bissell,appliances.environment.vacuum,cart
bissell,appliances.environment.vacuum,purchase
bissell,appliances.environment.vacuum,view
bissell,construction.tools.generator,cart
bissell,construction.tools.generator,purchase
bissell,construction.tools.generator,view
biwec,kids.skates,view
biwec,sport.bicycle,cart
biwec,sport.bicycle,purchase
biwec,sport.bicycle,view
biwec,sport.snowboard,cart
biwec,sport.snowboard,purchase
biwec,sport.snowboard,view
blackberry,electronics.smartphone,cart
blackberry,electronics.smartphone,purchase
blackberry,electronics.smartphone,view
blackberry,electronics.telephone,view
blackdecker,construction.tools.screw,view
blackvue,auto.accessories.videoregister,cart
blackvue,auto.accessories.videoregister,purchase
blackvue,auto.accessories.videoregister,view
blam,electronics.audio.subwoofer,cart
blam,electronics.audio.subwoofer,purchase
blam,electronics.audio.subwoofer,view
blanco,construction.components.faucet,cart
blanco,construction.components.faucet,view
blauberg,appliances.environment.fan,view
blaupunkt,electronics.video.tv,cart
blaupunkt,electronics.video.tv,purchase
blaupunkt,electronics.video.tv,view
blg,electronics.audio.acoustic,view
bluedio,electronics.audio.headphone,cart
bluedio,electronics.audio.headphone,purchase
bluedio,electronics.audio.headphone,view
blueseven,apparel.jumper,cart
blueseven,apparel.jumper,view
bluesonic,auto.accessories.videoregister,cart
bluesonic,auto.accessories.videoregister,purchase
bluesonic,auto.accessories.videoregister,view
bluesonic,electronics.camera.video,cart
bluesonic,electronics.camera.video,view
bmw,sport.bicycle,cart
bmw,sport.bicycle,purchase
bmw,sport.bicycle,view
boccia,electronics.clocks,cart
boccia,electronics.clocks,purchase
boccia,electronics.clocks,view
bochetti,apparel.shoes,cart
bochetti,apparel.shoes,purchase
bochetti,apparel.shoes,view
bodykraft,appliances.personal.massager,view
bodysculpture,sport.trainer,cart
bodysculpture,sport.trainer,purchase
bodysculpture,sport.trainer,view
bohemia,furniture.universal.light,cart
bohemia,furniture.universal.light,purchase
bohemia,furniture.universal.light,view
bomberg,electronics.clocks,cart
bomberg,electronics.clocks,view
bompani,appliances.kitchen.dishwasher,view
bompani,appliances.kitchen.hob,view
bompani,appliances.kitchen.hood,view
bompani,appliances.kitchen.oven,view
bompani,appliances.kitchen.refrigerators,view
bona,computers.components.cooler,cart
bona,computers.components.cooler,purchase
bona,computers.components.cooler,view
bond,apparel.belt,cart
bond,apparel.belt,purchase
bond,apparel.belt,view
bonvini,appliances.kitchen.refrigerators,cart
bonvini,appliances.kitchen.refrigerators,view
borasco,electronics.audio.headphone,cart
borasco,electronics.audio.headphone,view
bork,appliances.environment.air_heater,cart
bork,appliances.environment.air_heater,purchase
bork,appliances.environment.air_heater,view
bork,appliances.environment.fan,view
bork,appliances.environment.vacuum,cart
bork,appliances.environment.vacuum,purchase
bork,appliances.environment.vacuum,view
bork,appliances.iron,view
bork,appliances.kitchen.blender,cart
bork,appliances.kitchen.blender,purchase
bork,appliances.kitchen.blender,view
bork,appliances.kitchen.coffee_machine,cart
bork,appliances.kitchen.coffee_machine,purchase
bork,appliances.kitchen.coffee_machine,view
bork,appliances.kitchen.grill,cart
bork,appliances.kitchen.grill,purchase
bork,appliances.kitchen.grill,view
bork,appliances.kitchen.juicer,cart
bork,appliances.kitchen.juicer,view
bork,appliances.kitchen.kettle,cart
bork,appliances.kitchen.kettle,purchase
bork,appliances.kitchen.kettle,view
bork,appliances.kitchen.meat_grinder,view
bork,appliances.kitchen.mixer,cart
bork,appliances.kitchen.mixer,purchase
bork,appliances.kitchen.mixer,view
bork,appliances.kitchen.oven,view
bork,appliances.kitchen.toster,view
bork,appliances.personal.massager,cart
bork,appliances.personal.massager,purchase
bork,appliances.personal.massager,view
bork,construction.tools.generator,cart
bork,construction.tools.generator,purchase
bork,construction.tools.generator,view
borovici,furniture.bedroom.bed,cart
borovici,furniture.bedroom.bed,view
bosch,accessories.bag,cart
bosch,accessories.bag,purchase
bosch,accessories.bag,view
bosch,appliances.environment.vacuum,cart
bosch,appliances.environment.vacuum,purchase
bosch,appliances.environment.vacuum,view
bosch,appliances.iron,cart
bosch,appliances.iron,purchase
bosch,appliances.iron,view
bosch,appliances.ironing_board,cart
bosch,appliances.ironing_board,purchase
bosch,appliances.ironing_board,view
bosch,appliances.kitchen.blender,cart
bosch,appliances.kitchen.blender,purchase
bosch,appliances.kitchen.blender,view
bosch,appliances.kitchen.coffee_grinder,cart
bosch,appliances.kitchen.coffee_grinder,purchase
bosch,appliances.kitchen.coffee_grinder,view
bosch,appliances.kitchen.coffee_machine,cart
bosch,appliances.kitchen.coffee_machine,purchase
bosch,appliances.kitchen.coffee_machine,view
bosch,appliances.kitchen.dishwasher,cart
bosch,appliances.kitchen.dishwasher,purchase
bosch,appliances.kitchen.dishwasher,view
bosch,appliances.kitchen.grill,cart
bosch,appliances.kitchen.grill,purchase
bosch,appliances.kitchen.grill,view
bosch,appliances.kitchen.hob,cart
bosch,appliances.kitchen.hob,purchase
bosch,appliances.kitchen.hob,view
bosch,appliances.kitchen.hood,cart
bosch,appliances.kitchen.hood,purchase
bosch,appliances.kitchen.hood,view
bosch,appliances.kitchen.juicer,cart
bosch,appliances.kitchen.juicer,purchase
bosch,appliances.kitchen.juicer,view
bosch,appliances.kitchen.kettle,cart
bosch,appliances.kitchen.kettle,purchase
bosch,appliances.kitchen.kettle,view
bosch,appliances.kitchen.meat_grinder,cart
bosch,appliances.kitchen.meat_grinder,purchase
bosch,appliances.kitchen.meat_grinder,view
bosch,appliances.kitchen.microwave,cart
bosch,appliances.kitchen.microwave,purchase
bosch,appliances.kitchen.microwave,view
bosch,appliances.kitchen.mixer,cart
bosch,appliances.kitchen.mixer,purchase
bosch,appliances.kitchen.mixer,view
bosch,appliances.kitchen.oven,cart
bosch,appliances.kitchen.oven,purchase
bosch,appliances.kitchen.oven,view
bosch,appliances.kitchen.refrigerators,cart
bosch,appliances.kitchen.refrigerators,purchase
bosch,appliances.kitchen.refrigerators,view
bosch,appliances.kitchen.toster,cart
bosch,appliances.kitchen.toster,purchase
bosch,appliances.kitchen.toster,view
bosch,appliances.kitchen.washer,cart
bosch,appliances.kitchen.washer,purchase
bosch,appliances.kitchen.washer,view
bosch,appliances.personal.scales,cart
bosch,appliances.personal.scales,purchase
bosch,appliances.personal.scales,view
